d1,d2,d3,d4,d5,d6,d7,d8,c1,c2,c3,c4,c5,c6,c7,h
1745.230043,0.0,0.0,0.0,0.0,0.0,118.8906541,0.0,0,2,0,0,0,2,0,1
0.0,1745.230043,0.0,0.0,0.0,0.0,0.0,118.8906541,2,0,0,0,2,0,1,0
1397.875282,0.0,1745.230043,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0,2
0.0,1397.875282,0.0,1745.230043,0.0,0.0,0.0,0.0,0,0,2,0,1,0,2,0
464.7573224,0.0,1397.875282,0.0,1745.230043,0.0,0.0,0.0,0,2,0,1,0,2,0,2
0.0,464.7573224,0.0,1397.875282,0.0,1745.230043,0.0,0.0,2,0,1,0,2,0,2,2
0.0,0.0,464.7573224,0.0,1397.875282,0.0,1745.230043,0.0,0,1,0,2,0,2,2,0
199.8934901,0.0,0.0,464.7573224,0.0,1397.875282,0.0,1745.230043,1,0,2,0,2,2,0,2
6115.173267,199.8934901,0.0,0.0,464.7573224,0.0,1397.875282,0.0,0,2,0,2,2,0,2,2
0.0,6115.173267,199.8934901,0.0,0.0,464.7573224,0.0,1397.875282,2,0,2,2,0,2,2,0
0.0,0.0,6115.173267,199.8934901,0.0,0.0,464.7573224,0.0,0,2,2,0,2,2,0,0
48.01241497,0.0,0.0,6115.173267,199.8934901,0.0,0.0,464.7573224,2,2,0,2,2,0,0,2
0.0,48.01241497,0.0,0.0,6115.173267,199.8934901,0.0,0.0,2,0,2,2,0,0,2,0
0.0,0.0,48.01241497,0.0,0.0,6115.173267,199.8934901,0.0,0,2,2,0,0,2,0,2
593.2311163,0.0,0.0,48.01241497,0.0,0.0,6115.173267,199.8934901,2,2,0,0,2,0,2,2
0.0,593.2311163,0.0,0.0,48.01241497,0.0,0.0,6115.173267,2,0,0,2,0,2,2,0
32.01174268,0.0,593.2311163,0.0,0.0,48.01241497,0.0,0.0,0,0,2,0,2,2,0,2
337.4126695,32.01174268,0.0,593.2311163,0.0,0.0,48.01241497,0.0,0,2,0,2,2,0,2,2
1285.494709,337.4126695,32.01174268,0.0,593.2311163,0.0,0.0,48.01241497,2,0,2,2,0,2,2,2
0.0,1285.494709,337.4126695,32.01174268,0.0,593.2311163,0.0,0.0,0,2,2,0,2,2,2,2
0.0,0.0,1285.494709,337.4126695,32.01174268,0.0,593.2311163,0.0,2,2,0,2,2,2,2,0
442.7650163,0.0,0.0,1285.494709,337.4126695,32.01174268,0.0,593.2311163,2,0,2,2,2,2,0,2
332.4220621,442.7650163,0.0,0.0,1285.494709,337.4126695,32.01174268,0.0,0,2,2,2,2,0,2,2
0.0,332.4220621,442.7650163,0.0,0.0,1285.494709,337.4126695,32.01174268,2,2,2,2,0,2,2,0
0.0,0.0,332.4220621,442.7650163,0.0,0.0,1285.494709,337.4126695,2,2,2,0,2,2,0,2
387.2536883,0.0,0.0,332.4220621,442.7650163,0.0,0.0,1285.494709,2,2,0,2,2,0,2,2
1434.058047,387.2536883,0.0,0.0,332.4220621,442.7650163,0.0,0.0,2,0,2,2,0,2,2,2
97.97223902,1434.058047,387.2536883,0.0,0.0,332.4220621,442.7650163,0.0,0,2,2,0,2,2,2,2
0.0,97.97223902,1434.058047,387.2536883,0.0,0.0,332.4220621,442.7650163,2,2,0,2,2,2,2,2
0.0,0.0,97.97223902,1434.058047,387.2536883,0.0,0.0,332.4220621,2,0,2,2,2,2,2,0
3840.60157,0.0,0.0,97.97223902,1434.058047,387.2536883,0.0,0.0,0,2,2,2,2,2,0,1
0.0,3840.60157,0.0,0.0,97.97223902,1434.058047,387.2536883,0.0,2,2,2,2,2,0,1,0
0.0,0.0,3840.60157,0.0,0.0,97.97223902,1434.058047,387.2536883,2,2,2,2,0,1,0,2
372.0327204,0.0,0.0,3840.60157,0.0,0.0,97.97223902,1434.058047,2,2,2,0,1,0,2,2
368.4306426,372.0327204,0.0,0.0,3840.60157,0.0,0.0,97.97223902,2,2,0,1,0,2,2,2
0.0,368.4306426,372.0327204,0.0,0.0,3840.60157,0.0,0.0,2,0,1,0,2,2,2,2
239.1320275,0.0,368.4306426,372.0327204,0.0,0.0,3840.60157,0.0,0,1,0,2,2,2,2,2
0.0,239.1320275,0.0,368.4306426,372.0327204,0.0,0.0,3840.60157,1,0,2,2,2,2,2,0
34.43473451,0.0,239.1320275,0.0,368.4306426,372.0327204,0.0,0.0,0,2,2,2,2,2,0,2
0.0,34.43473451,0.0,239.1320275,0.0,368.4306426,372.0327204,0.0,2,2,2,2,2,0,2,2
135.8198461,0.0,34.43473451,0.0,239.1320275,0.0,368.4306426,372.0327204,2,2,2,2,0,2,2,2
2146.279587,135.8198461,0.0,34.43473451,0.0,239.1320275,0.0,368.4306426,2,2,2,0,2,2,2,1
0.0,2146.279587,135.8198461,0.0,34.43473451,0.0,239.1320275,0.0,2,2,0,2,2,2,1,0
370.557669,0.0,2146.279587,135.8198461,0.0,34.43473451,0.0,239.1320275,2,0,2,2,2,1,0,2
611.3213209,370.557669,0.0,2146.279587,135.8198461,0.0,34.43473451,0.0,0,2,2,2,1,0,2,1
0.0,611.3213209,370.557669,0.0,2146.279587,135.8198461,0.0,34.43473451,2,2,2,1,0,2,1,2
328.9751206,0.0,611.3213209,370.557669,0.0,2146.279587,135.8198461,0.0,2,2,1,0,2,1,2,2
1287.081122,328.9751206,0.0,611.3213209,370.557669,0.0,2146.279587,135.8198461,2,1,0,2,1,2,2,1
6051.253509,1287.081122,328.9751206,0.0,611.3213209,370.557669,0.0,2146.279587,1,0,2,1,2,2,1,1
2492.868725,6051.253509,1287.081122,328.9751206,0.0,611.3213209,370.557669,0.0,0,2,1,2,2,1,1,1
478.8635189,2492.868725,6051.253509,1287.081122,328.9751206,0.0,611.3213209,370.557669,2,1,2,2,1,1,1,1
0.0,478.8635189,2492.868725,6051.253509,1287.081122,328.9751206,0.0,611.3213209,1,2,2,1,1,1,1,0
2.33e-10,0.0,478.8635189,2492.868725,6051.253509,1287.081122,328.9751206,0.0,2,2,1,1,1,1,0,1
0.0,2.33e-10,0.0,478.8635189,2492.868725,6051.253509,1287.081122,328.9751206,2,1,1,1,1,0,1,2
0.0,0.0,2.33e-10,0.0,478.8635189,2492.868725,6051.253509,1287.081122,1,1,1,1,0,1,2,0
1368.35224,0.0,0.0,2.33e-10,0.0,478.8635189,2492.868725,6051.253509,1,1,1,0,1,2,0,2
559.2031248,1368.35224,0.0,0.0,2.33e-10,0.0,478.8635189,2492.868725,1,1,0,1,2,0,2,2
1573.017848,559.2031248,1368.35224,0.0,0.0,2.33e-10,0.0,478.8635189,1,0,1,2,0,2,2,2
360.9063986,1573.017848,559.2031248,1368.35224,0.0,0.0,2.33e-10,0.0,0,1,2,0,2,2,2,2
0.0,360.9063986,1573.017848,559.2031248,1368.35224,0.0,0.0,2.33e-10,1,2,0,2,2,2,2,0
103.9860272,0.0,360.9063986,1573.017848,559.2031248,1368.35224,0.0,0.0,2,0,2,2,2,2,0,2
2502.241385,103.9860272,0.0,360.9063986,1573.017848,559.2031248,1368.35224,0.0,0,2,2,2,2,0,2,1
1848.098434,2502.241385,103.9860272,0.0,360.9063986,1573.017848,559.2031248,1368.35224,2,2,2,2,0,2,1,2
0.0,1848.098434,2502.241385,103.9860272,0.0,360.9063986,1573.017848,559.2031248,2,2,2,0,2,1,2,0
0.0,0.0,1848.098434,2502.241385,103.9860272,0.0,360.9063986,1573.017848,2,2,0,2,1,2,0,0
0.0,0.0,0.0,1848.098434,2502.241385,103.9860272,0.0,360.9063986,2,0,2,1,2,0,0,0
204.5482612,0.0,0.0,0.0,1848.098434,2502.241385,103.9860272,0.0,0,2,1,2,0,0,0,2
248.0974401,204.5482612,0.0,0.0,0.0,1848.098434,2502.241385,103.9860272,2,1,2,0,0,0,2,2
136.4819004,248.0974401,204.5482612,0.0,0.0,0.0,1848.098434,2502.241385,1,2,0,0,0,2,2,2
0.0,136.4819004,248.0974401,204.5482612,0.0,0.0,0.0,1848.098434,2,0,0,0,2,2,2,0
1549.240134,0.0,136.4819004,248.0974401,204.5482612,0.0,0.0,0.0,0,0,0,2,2,2,0,2
68.74500584,1549.240134,0.0,136.4819004,248.0974401,204.5482612,0.0,0.0,0,0,2,2,2,0,2,2
0.0,68.74500584,1549.240134,0.0,136.4819004,248.0974401,204.5482612,0.0,0,2,2,2,0,2,2,0
0.0,0.0,68.74500584,1549.240134,0.0,136.4819004,248.0974401,204.5482612,2,2,2,0,2,2,0,0
0.0,0.0,0.0,68.74500584,1549.240134,0.0,136.4819004,248.0974401,2,2,0,2,2,0,0,0
0.0,0.0,0.0,0.0,68.74500584,1549.240134,0.0,136.4819004,2,0,2,2,0,0,0,2
0.0,0.0,0.0,0.0,0.0,68.74500584,1549.240134,0.0,0,2,2,0,0,0,2,0
0.0,0.0,0.0,0.0,0.0,0.0,68.74500584,1549.240134,2,2,0,0,0,2,0,0
601.4048879,0.0,0.0,0.0,0.0,0.0,0.0,68.74500584,2,0,0,0,2,0,0,2
527.634462,601.4048879,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,2
80.1228106,527.634462,601.4048879,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,2,2
5.82e-11,80.1228106,527.634462,601.4048879,0.0,0.0,0.0,0.0,0,2,0,0,2,2,2,2
0.0,5.82e-11,80.1228106,527.634462,601.4048879,0.0,0.0,0.0,2,0,0,2,2,2,2,0
550.1145197,0.0,5.82e-11,80.1228106,527.634462,601.4048879,0.0,0.0,0,0,2,2,2,2,0,2
1741.228245,550.1145197,0.0,5.82e-11,80.1228106,527.634462,601.4048879,0.0,0,2,2,2,2,0,2,1
0.0,1741.228245,550.1145197,0.0,5.82e-11,80.1228106,527.634462,601.4048879,2,2,2,2,0,2,1,2
136.1034728,0.0,1741.228245,550.1145197,0.0,5.82e-11,80.1228106,527.634462,2,2,2,0,2,1,2,2
135.9396954,136.1034728,0.0,1741.228245,550.1145197,0.0,5.82e-11,80.1228106,2,2,0,2,1,2,2,2
0.0,135.9396954,136.1034728,0.0,1741.228245,550.1145197,0.0,5.82e-11,2,0,2,1,2,2,2,0
0.0,0.0,135.9396954,136.1034728,0.0,1741.228245,550.1145197,0.0,0,2,1,2,2,2,0,2
1408.407837,0.0,0.0,135.9396954,136.1034728,0.0,1741.228245,550.1145197,2,1,2,2,2,0,2,2
331.0218731,1408.407837,0.0,0.0,135.9396954,136.1034728,0.0,1741.228245,1,2,2,2,0,2,2,2
1148.87559,331.0218731,1408.407837,0.0,0.0,135.9396954,136.1034728,0.0,2,2,2,0,2,2,2,2
199.6652309,1148.87559,331.0218731,1408.407837,0.0,0.0,135.9396954,136.1034728,2,2,0,2,2,2,2,2
0.0,199.6652309,1148.87559,331.0218731,1408.407837,0.0,0.0,135.9396954,2,0,2,2,2,2,2,0
270.6222807,0.0,199.6652309,1148.87559,331.0218731,1408.407837,0.0,0.0,0,2,2,2,2,2,0,2
62.75435492,270.6222807,0.0,199.6652309,1148.87559,331.0218731,1408.407837,0.0,2,2,2,2,2,0,2,2
0.0,62.75435492,270.6222807,0.0,199.6652309,1148.87559,331.0218731,1408.407837,2,2,2,2,0,2,2,2
0.0,0.0,62.75435492,270.6222807,0.0,199.6652309,1148.87559,331.0218731,2,2,2,0,2,2,2,0
0.0,0.0,0.0,62.75435492,270.6222807,0.0,199.6652309,1148.87559,2,2,0,2,2,2,0,2
78.83924078,0.0,0.0,0.0,62.75435492,270.6222807,0.0,199.6652309,2,0,2,2,2,0,2,2
2028.357865,78.83924078,0.0,0.0,0.0,62.75435492,270.6222807,0.0,0,2,2,2,0,2,2,1
659.1305668,2028.357865,78.83924078,0.0,0.0,0.0,62.75435492,270.6222807,2,2,2,0,2,2,1,1
174.198347,659.1305668,2028.357865,78.83924078,0.0,0.0,0.0,62.75435492,2,2,0,2,2,1,1,2
108.3470504,174.198347,659.1305668,2028.357865,78.83924078,0.0,0.0,0.0,2,0,2,2,1,1,2,2
0.0,108.3470504,174.198347,659.1305668,2028.357865,78.83924078,0.0,0.0,0,2,2,1,1,2,2,2
505.1749196,0.0,108.3470504,174.198347,659.1305668,2028.357865,78.83924078,0.0,2,2,1,1,2,2,2,1
1198.916652,505.1749196,0.0,108.3470504,174.198347,659.1305668,2028.357865,78.83924078,2,1,1,2,2,2,1,2
30.5788376,1198.916652,505.1749196,0.0,108.3470504,174.198347,659.1305668,2028.357865,1,1,2,2,2,1,2,2
279.8446272,30.5788376,1198.916652,505.1749196,0.0,108.3470504,174.198347,659.1305668,1,2,2,2,1,2,2,2
242.9690903,279.8446272,30.5788376,1198.916652,505.1749196,0.0,108.3470504,174.198347,2,2,2,1,2,2,2,2
0.0,242.9690903,279.8446272,30.5788376,1198.916652,505.1749196,0.0,108.3470504,2,2,1,2,2,2,2,2
0.0,0.0,242.9690903,279.8446272,30.5788376,1198.916652,505.1749196,0.0,2,1,2,2,2,2,2,0
22.9546261,0.0,0.0,242.9690903,279.8446272,30.5788376,1198.916652,505.1749196,1,2,2,2,2,2,0,2
426.3624791,22.9546261,0.0,0.0,242.9690903,279.8446272,30.5788376,1198.916652,2,2,2,2,2,0,2,2
278.1012572,426.3624791,22.9546261,0.0,0.0,242.9690903,279.8446272,30.5788376,2,2,2,2,0,2,2,2
0.0,278.1012572,426.3624791,22.9546261,0.0,0.0,242.9690903,279.8446272,2,2,2,0,2,2,2,0
1465.59977,0.0,278.1012572,426.3624791,22.9546261,0.0,0.0,242.9690903,2,2,0,2,2,2,0,2
0.0,1465.59977,0.0,278.1012572,426.3624791,22.9546261,0.0,0.0,2,0,2,2,2,0,2,2
66.79810757,0.0,1465.59977,0.0,278.1012572,426.3624791,22.9546261,0.0,0,2,2,2,0,2,2,2
519.2007674,66.79810757,0.0,1465.59977,0.0,278.1012572,426.3624791,22.9546261,2,2,2,0,2,2,2,2
165.9037248,519.2007674,66.79810757,0.0,1465.59977,0.0,278.1012572,426.3624791,2,2,0,2,2,2,2,2
244.6558665,165.9037248,519.2007674,66.79810757,0.0,1465.59977,0.0,278.1012572,2,0,2,2,2,2,2,1
0.0,244.6558665,165.9037248,519.2007674,66.79810757,0.0,1465.59977,0.0,0,2,2,2,2,2,1,2
48.63552831,0.0,244.6558665,165.9037248,519.2007674,66.79810757,0.0,1465.59977,2,2,2,2,2,1,2,2
0.0,48.63552831,0.0,244.6558665,165.9037248,519.2007674,66.79810757,0.0,2,2,2,2,1,2,2,0
47.20918427,0.0,48.63552831,0.0,244.6558665,165.9037248,519.2007674,66.79810757,2,2,2,1,2,2,0,2
0.0,47.20918427,0.0,48.63552831,0.0,244.6558665,165.9037248,519.2007674,2,2,1,2,2,0,2,2
45.29693131,0.0,47.20918427,0.0,48.63552831,0.0,244.6558665,165.9037248,2,1,2,2,0,2,2,2
0.0,45.29693131,0.0,47.20918427,0.0,48.63552831,0.0,244.6558665,1,2,2,0,2,2,2,0
0.0,0.0,45.29693131,0.0,47.20918427,0.0,48.63552831,0.0,2,2,0,2,2,2,0,0
25.11483908,0.0,0.0,45.29693131,0.0,47.20918427,0.0,48.63552831,2,0,2,2,2,0,0,2
36.31078153,25.11483908,0.0,0.0,45.29693131,0.0,47.20918427,0.0,0,2,2,2,0,0,2,2
0.0,36.31078153,25.11483908,0.0,0.0,45.29693131,0.0,47.20918427,2,2,2,0,0,2,2,0
332.0600834,0.0,36.31078153,25.11483908,0.0,0.0,45.29693131,0.0,2,2,0,0,2,2,0,2
0.0,332.0600834,0.0,36.31078153,25.11483908,0.0,0.0,45.29693131,2,0,0,2,2,0,2,0
0.0,0.0,332.0600834,0.0,36.31078153,25.11483908,0.0,0.0,0,0,2,2,0,2,0,0
0.0,0.0,0.0,332.0600834,0.0,36.31078153,25.11483908,0.0,0,2,2,0,2,0,0,0
0.0,0.0,0.0,0.0,332.0600834,0.0,36.31078153,25.11483908,2,2,0,2,0,0,0,0
1442.733479,0.0,0.0,0.0,0.0,332.0600834,0.0,36.31078153,2,0,2,0,0,0,0,1
0.0,1442.733479,0.0,0.0,0.0,0.0,332.0600834,0.0,0,2,0,0,0,0,1,0
0.0,0.0,1442.733479,0.0,0.0,0.0,0.0,332.0600834,2,0,0,0,0,1,0,0
0.0,0.0,0.0,1442.733479,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
482.3530907,0.0,0.0,0.0,1442.733479,0.0,0.0,0.0,0,0,0,1,0,0,0,1
0.0,482.3530907,0.0,0.0,0.0,1442.733479,0.0,0.0,0,0,1,0,0,0,1,0
0.0,0.0,482.3530907,0.0,0.0,0.0,1442.733479,0.0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,482.3530907,0.0,0.0,0.0,1442.733479,1,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,482.3530907,0.0,0.0,0.0,0,0,0,1,0,0,0,0
309.4960407,0.0,0.0,0.0,0.0,482.3530907,0.0,0.0,0,0,1,0,0,0,0,2
211.3318022,309.4960407,0.0,0.0,0.0,0.0,482.3530907,0.0,0,1,0,0,0,0,2,1
0.0,211.3318022,309.4960407,0.0,0.0,0.0,0.0,482.3530907,1,0,0,0,0,2,1,0
1259.478838,0.0,211.3318022,309.4960407,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,1
8.021144,1259.478838,0.0,211.3318022,309.4960407,0.0,0.0,0.0,0,0,0,2,1,0,1,2
1219.617305,8.021144,1259.478838,0.0,211.3318022,309.4960407,0.0,0.0,0,0,2,1,0,1,2,2
0.0,1219.617305,8.021144,1259.478838,0.0,211.3318022,309.4960407,0.0,0,2,1,0,1,2,2,2
74.27709491,0.0,1219.617305,8.021144,1259.478838,0.0,211.3318022,309.4960407,2,1,0,1,2,2,2,2
417.6597045,74.27709491,0.0,1219.617305,8.021144,1259.478838,0.0,211.3318022,1,0,1,2,2,2,2,2
0.0,417.6597045,74.27709491,0.0,1219.617305,8.021144,1259.478838,0.0,0,1,2,2,2,2,2,0
0.0,0.0,417.6597045,74.27709491,0.0,1219.617305,8.021144,1259.478838,1,2,2,2,2,2,0,0
0.0,0.0,0.0,417.6597045,74.27709491,0.0,1219.617305,8.021144,2,2,2,2,2,0,0,0
167.9189482,0.0,0.0,0.0,417.6597045,74.27709491,0.0,1219.617305,2,2,2,2,0,0,0,1
1321.947489,167.9189482,0.0,0.0,0.0,417.6597045,74.27709491,0.0,2,2,2,0,0,0,1,2
0.0,1321.947489,167.9189482,0.0,0.0,0.0,417.6597045,74.27709491,2,2,0,0,0,1,2,2
1464.449185,0.0,1321.947489,167.9189482,0.0,0.0,0.0,417.6597045,2,0,0,0,1,2,2,1
0.0,1464.449185,0.0,1321.947489,167.9189482,0.0,0.0,0.0,0,0,0,1,2,2,1,0
78.23492878,0.0,1464.449185,0.0,1321.947489,167.9189482,0.0,0.0,0,0,1,2,2,1,0,2
0.0,78.23492878,0.0,1464.449185,0.0,1321.947489,167.9189482,0.0,0,1,2,2,1,0,2,0
0.0,0.0,78.23492878,0.0,1464.449185,0.0,1321.947489,167.9189482,1,2,2,1,0,2,0,0
0.0,0.0,0.0,78.23492878,0.0,1464.449185,0.0,1321.947489,2,2,1,0,2,0,0,0
0.0,0.0,0.0,0.0,78.23492878,0.0,1464.449185,0.0,2,1,0,2,0,0,0,0
32.26564467,0.0,0.0,0.0,0.0,78.23492878,0.0,1464.449185,1,0,2,0,0,0,0,2
0.0,32.26564467,0.0,0.0,0.0,0.0,78.23492878,0.0,0,2,0,0,0,0,2,2
498.4608033,0.0,32.26564467,0.0,0.0,0.0,0.0,78.23492878,2,0,0,0,0,2,2,2
0.0,498.4608033,0.0,32.26564467,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,0
0.0,0.0,498.4608033,0.0,32.26564467,0.0,0.0,0.0,0,0,0,2,2,2,0,0
24.41802388,0.0,0.0,498.4608033,0.0,32.26564467,0.0,0.0,0,0,2,2,2,0,0,2
300.4250915,24.41802388,0.0,0.0,498.4608033,0.0,32.26564467,0.0,0,2,2,2,0,0,2,2
0.0,300.4250915,24.41802388,0.0,0.0,498.4608033,0.0,32.26564467,2,2,2,0,0,2,2,0
49.32199728,0.0,300.4250915,24.41802388,0.0,0.0,498.4608033,0.0,2,2,0,0,2,2,0,2
368.7708866,49.32199728,0.0,300.4250915,24.41802388,0.0,0.0,498.4608033,2,0,0,2,2,0,2,1
24.08606784,368.7708866,49.32199728,0.0,300.4250915,24.41802388,0.0,0.0,0,0,2,2,0,2,1,2
37.0540293,24.08606784,368.7708866,49.32199728,0.0,300.4250915,24.41802388,0.0,0,2,2,0,2,1,2,2
0.0,37.0540293,24.08606784,368.7708866,49.32199728,0.0,300.4250915,24.41802388,2,2,0,2,1,2,2,0
0.0,0.0,37.0540293,24.08606784,368.7708866,49.32199728,0.0,300.4250915,2,0,2,1,2,2,0,0
0.0,0.0,0.0,37.0540293,24.08606784,368.7708866,49.32199728,0.0,0,2,1,2,2,0,0,0
0.0,0.0,0.0,0.0,37.0540293,24.08606784,368.7708866,49.32199728,2,1,2,2,0,0,0,0
194.7934799,0.0,0.0,0.0,0.0,37.0540293,24.08606784,368.7708866,1,2,2,0,0,0,0,1
27.53294204,194.7934799,0.0,0.0,0.0,0.0,37.0540293,24.08606784,2,2,0,0,0,0,1,2
1163.93381,27.53294204,194.7934799,0.0,0.0,0.0,0.0,37.0540293,2,0,0,0,0,1,2,2
1449.905201,1163.93381,27.53294204,194.7934799,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,2
0.0,1449.905201,1163.93381,27.53294204,194.7934799,0.0,0.0,0.0,0,0,0,1,2,2,2,0
1191.11915,0.0,1449.905201,1163.93381,27.53294204,194.7934799,0.0,0.0,0,0,1,2,2,2,0,2
348.5254773,1191.11915,0.0,1449.905201,1163.93381,27.53294204,194.7934799,0.0,0,1,2,2,2,0,2,2
0.0,348.5254773,1191.11915,0.0,1449.905201,1163.93381,27.53294204,194.7934799,1,2,2,2,0,2,2,0
0.0,0.0,348.5254773,1191.11915,0.0,1449.905201,1163.93381,27.53294204,2,2,2,0,2,2,0,0
448.2541893,0.0,0.0,348.5254773,1191.11915,0.0,1449.905201,1163.93381,2,2,0,2,2,0,0,2
168.4688097,448.2541893,0.0,0.0,348.5254773,1191.11915,0.0,1449.905201,2,0,2,2,0,0,2,1
56.7082233,168.4688097,448.2541893,0.0,0.0,348.5254773,1191.11915,0.0,0,2,2,0,0,2,1,2
28.60315426,56.7082233,168.4688097,448.2541893,0.0,0.0,348.5254773,1191.11915,2,2,0,0,2,1,2,1
469.1317476,28.60315426,56.7082233,168.4688097,448.2541893,0.0,0.0,348.5254773,2,0,0,2,1,2,1,2
77.90428789,469.1317476,28.60315426,56.7082233,168.4688097,448.2541893,0.0,0.0,0,0,2,1,2,1,2,2
0.0,77.90428789,469.1317476,28.60315426,56.7082233,168.4688097,448.2541893,0.0,0,2,1,2,1,2,2,0
33.33566433,0.0,77.90428789,469.1317476,28.60315426,56.7082233,168.4688097,448.2541893,2,1,2,1,2,2,0,1
2.91e-11,33.33566433,0.0,77.90428789,469.1317476,28.60315426,56.7082233,168.4688097,1,2,1,2,2,0,1,2
0.0,2.91e-11,33.33566433,0.0,77.90428789,469.1317476,28.60315426,56.7082233,2,1,2,2,0,1,2,0
87.90750811,0.0,2.91e-11,33.33566433,0.0,77.90428789,469.1317476,28.60315426,1,2,2,0,1,2,0,2
3657.891099,87.90750811,0.0,2.91e-11,33.33566433,0.0,77.90428789,469.1317476,2,2,0,1,2,0,2,2
940.7181124,3657.891099,87.90750811,0.0,2.91e-11,33.33566433,0.0,77.90428789,2,0,1,2,0,2,2,1
11.94123931,940.7181124,3657.891099,87.90750811,0.0,2.91e-11,33.33566433,0.0,0,1,2,0,2,2,1,1
0.0,11.94123931,940.7181124,3657.891099,87.90750811,0.0,2.91e-11,33.33566433,1,2,0,2,2,1,1,2
0.0,0.0,11.94123931,940.7181124,3657.891099,87.90750811,0.0,2.91e-11,2,0,2,2,1,1,2,0
169.8697127,0.0,0.0,11.94123931,940.7181124,3657.891099,87.90750811,0.0,0,2,2,1,1,2,0,2
0.0,169.8697127,0.0,0.0,11.94123931,940.7181124,3657.891099,87.90750811,2,2,1,1,2,0,2,0
304.9867027,0.0,169.8697127,0.0,0.0,11.94123931,940.7181124,3657.891099,2,1,1,2,0,2,0,2
0.0,304.9867027,0.0,169.8697127,0.0,0.0,11.94123931,940.7181124,1,1,2,0,2,0,2,0
1589.671124,0.0,304.9867027,0.0,169.8697127,0.0,0.0,11.94123931,1,2,0,2,0,2,0,1
92.26516235,1589.671124,0.0,304.9867027,0.0,169.8697127,0.0,0.0,2,0,2,0,2,0,1,2
1038.435084,92.26516235,1589.671124,0.0,304.9867027,0.0,169.8697127,0.0,0,2,0,2,0,1,2,2
347.1971393,1038.435084,92.26516235,1589.671124,0.0,304.9867027,0.0,169.8697127,2,0,2,0,1,2,2,2
74.95116562,347.1971393,1038.435084,92.26516235,1589.671124,0.0,304.9867027,0.0,0,2,0,1,2,2,2,2
91.93107044,74.95116562,347.1971393,1038.435084,92.26516235,1589.671124,0.0,304.9867027,2,0,1,2,2,2,2,2
1124.376783,91.93107044,74.95116562,347.1971393,1038.435084,92.26516235,1589.671124,0.0,0,1,2,2,2,2,2,2
0.0,1124.376783,91.93107044,74.95116562,347.1971393,1038.435084,92.26516235,1589.671124,1,2,2,2,2,2,2,0
1112.486839,0.0,1124.376783,91.93107044,74.95116562,347.1971393,1038.435084,92.26516235,2,2,2,2,2,2,0,2
0.0,1112.486839,0.0,1124.376783,91.93107044,74.95116562,347.1971393,1038.435084,2,2,2,2,2,0,2,2
0.0,0.0,1112.486839,0.0,1124.376783,91.93107044,74.95116562,347.1971393,2,2,2,2,0,2,2,2
37.55673741,0.0,0.0,1112.486839,0.0,1124.376783,91.93107044,74.95116562,2,2,2,0,2,2,2,1
0.0,37.55673741,0.0,0.0,1112.486839,0.0,1124.376783,91.93107044,2,2,0,2,2,2,1,0
0.0,0.0,37.55673741,0.0,0.0,1112.486839,0.0,1124.376783,2,0,2,2,2,1,0,0
0.0,0.0,0.0,37.55673741,0.0,0.0,1112.486839,0.0,0,2,2,2,1,0,0,0
0.0,0.0,0.0,0.0,37.55673741,0.0,0.0,1112.486839,2,2,2,1,0,0,0,0
73.58608586,0.0,0.0,0.0,0.0,37.55673741,0.0,0.0,2,2,1,0,0,0,0,1
0.0,73.58608586,0.0,0.0,0.0,0.0,37.55673741,0.0,2,1,0,0,0,0,1,2
97.59240007,0.0,73.58608586,0.0,0.0,0.0,0.0,37.55673741,1,0,0,0,0,1,2,2
73.51051529,97.59240007,0.0,73.58608586,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,2
0.0,73.51051529,97.59240007,0.0,73.58608586,0.0,0.0,0.0,0,0,0,1,2,2,2,0
0.0,0.0,73.51051529,97.59240007,0.0,73.58608586,0.0,0.0,0,0,1,2,2,2,0,2
0.0,0.0,0.0,73.51051529,97.59240007,0.0,73.58608586,0.0,0,1,2,2,2,0,2,2
324.1703559,0.0,0.0,0.0,73.51051529,97.59240007,0.0,73.58608586,1,2,2,2,0,2,2,2
130.9605685,324.1703559,0.0,0.0,0.0,73.51051529,97.59240007,0.0,2,2,2,0,2,2,2,2
17.20642194,130.9605685,324.1703559,0.0,0.0,0.0,73.51051529,97.59240007,2,2,0,2,2,2,2,2
0.0,17.20642194,130.9605685,324.1703559,0.0,0.0,0.0,73.51051529,2,0,2,2,2,2,2,0
0.0,0.0,17.20642194,130.9605685,324.1703559,0.0,0.0,0.0,0,2,2,2,2,2,0,2
1.008384269,0.0,0.0,17.20642194,130.9605685,324.1703559,0.0,0.0,2,2,2,2,2,0,2,2
174.5949319,1.008384269,0.0,0.0,17.20642194,130.9605685,324.1703559,0.0,2,2,2,2,0,2,2,2
