d1,d2,d3,d4,d5,d6,d7,d8,c1,c2,c3,c4,c5,c6,c7,h
92.34942797,174.5949319,1.008384269,0.0,0.0,17.20642194,130.9605685,324.1703559,2,2,2,0,2,2,2,2
348.250771,92.34942797,174.5949319,1.008384269,0.0,0.0,17.20642194,130.9605685,2,2,0,2,2,2,2,1
52.79287736,348.250771,92.34942797,174.5949319,1.008384269,0.0,0.0,17.20642194,2,0,2,2,2,2,1,1
0.0,52.79287736,348.250771,92.34942797,174.5949319,1.008384269,0.0,0.0,0,2,2,2,2,1,1,2
0.0,0.0,52.79287736,348.250771,92.34942797,174.5949319,1.008384269,0.0,2,2,2,2,1,1,2,2
0.0,0.0,0.0,52.79287736,348.250771,92.34942797,174.5949319,1.008384269,2,2,2,1,1,2,2,2
280.7904377,0.0,0.0,0.0,52.79287736,348.250771,92.34942797,174.5949319,2,2,1,1,2,2,2,2
0.0,280.7904377,0.0,0.0,0.0,52.79287736,348.250771,92.34942797,2,1,1,2,2,2,2,0
0.0,0.0,280.7904377,0.0,0.0,0.0,52.79287736,348.250771,1,1,2,2,2,2,0,0
0.0,0.0,0.0,280.7904377,0.0,0.0,0.0,52.79287736,1,2,2,2,2,0,0,2
144.5478181,0.0,0.0,0.0,280.7904377,0.0,0.0,0.0,2,2,2,2,0,0,2,1
125.4865041,144.5478181,0.0,0.0,0.0,280.7904377,0.0,0.0,2,2,2,0,0,2,1,2
0.0,125.4865041,144.5478181,0.0,0.0,0.0,280.7904377,0.0,2,2,0,0,2,1,2,0
0.0,0.0,125.4865041,144.5478181,0.0,0.0,0.0,280.7904377,2,0,0,2,1,2,0,2
0.0,0.0,0.0,125.4865041,144.5478181,0.0,0.0,0.0,0,0,2,1,2,0,2,2
12.44101263,0.0,0.0,0.0,125.4865041,144.5478181,0.0,0.0,0,2,1,2,0,2,2,1
27.87822135,12.44101263,0.0,0.0,0.0,125.4865041,144.5478181,0.0,2,1,2,0,2,2,1,2
104.2033456,27.87822135,12.44101263,0.0,0.0,0.0,125.4865041,144.5478181,1,2,0,2,2,1,2,2
201.4822589,104.2033456,27.87822135,12.44101263,0.0,0.0,0.0,125.4865041,2,0,2,2,1,2,2,2
0.0,201.4822589,104.2033456,27.87822135,12.44101263,0.0,0.0,0.0,0,2,2,1,2,2,2,0
268.5321907,0.0,201.4822589,104.2033456,27.87822135,12.44101263,0.0,0.0,2,2,1,2,2,2,0,2
256.0082268,268.5321907,0.0,201.4822589,104.2033456,27.87822135,12.44101263,0.0,2,1,2,2,2,0,2,2
0.0,256.0082268,268.5321907,0.0,201.4822589,104.2033456,27.87822135,12.44101263,1,2,2,2,0,2,2,2
0.0,0.0,256.0082268,268.5321907,0.0,201.4822589,104.2033456,27.87822135,2,2,2,0,2,2,2,0
0.0,0.0,0.0,256.0082268,268.5321907,0.0,201.4822589,104.2033456,2,2,0,2,2,2,0,0
122.2349569,0.0,0.0,0.0,256.0082268,268.5321907,0.0,201.4822589,2,0,2,2,2,0,0,2
0.0,122.2349569,0.0,0.0,0.0,256.0082268,268.5321907,0.0,0,2,2,2,0,0,2,2
0.0,0.0,122.2349569,0.0,0.0,0.0,256.0082268,268.5321907,2,2,2,0,0,2,2,2
0.0,0.0,0.0,122.2349569,0.0,0.0,0.0,256.0082268,2,2,0,0,2,2,2,0
182.1346527,0.0,0.0,0.0,122.2349569,0.0,0.0,0.0,2,0,0,2,2,2,0,2
128.997031,182.1346527,0.0,0.0,0.0,122.2349569,0.0,0.0,0,0,2,2,2,0,2,2
0.0,128.997031,182.1346527,0.0,0.0,0.0,122.2349569,0.0,0,2,2,2,0,2,2,0
47.34870428,0.0,128.997031,182.1346527,0.0,0.0,0.0,122.2349569,2,2,2,0,2,2,0,2
36.1089504,47.34870428,0.0,128.997031,182.1346527,0.0,0.0,0.0,2,2,0,2,2,0,2,2
70.85623505,36.1089504,47.34870428,0.0,128.997031,182.1346527,0.0,0.0,2,0,2,2,0,2,2,2
0.0,70.85623505,36.1089504,47.34870428,0.0,128.997031,182.1346527,0.0,0,2,2,0,2,2,2,0
0.0,0.0,70.85623505,36.1089504,47.34870428,0.0,128.997031,182.1346527,2,2,0,2,2,2,0,0
0.0,0.0,0.0,70.85623505,36.1089504,47.34870428,0.0,128.997031,2,0,2,2,2,0,0,0
0.212558111,0.0,0.0,0.0,70.85623505,36.1089504,47.34870428,0.0,0,2,2,2,0,0,0,2
0.0,0.212558111,0.0,0.0,0.0,70.85623505,36.1089504,47.34870428,2,2,2,0,0,0,2,2
45.84512201,0.0,0.212558111,0.0,0.0,0.0,70.85623505,36.1089504,2,2,0,0,0,2,2,1
0.0,45.84512201,0.0,0.212558111,0.0,0.0,0.0,70.85623505,2,0,0,0,2,2,1,0
199.1375246,0.0,45.84512201,0.0,0.212558111,0.0,0.0,0.0,0,0,0,2,2,1,0,2
96.71447186,199.1375246,0.0,45.84512201,0.0,0.212558111,0.0,0.0,0,0,2,2,1,0,2,2
100.8570204,96.71447186,199.1375246,0.0,45.84512201,0.0,0.212558111,0.0,0,2,2,1,0,2,2,2
0.0,100.8570204,96.71447186,199.1375246,0.0,45.84512201,0.0,0.212558111,2,2,1,0,2,2,2,0
1354.428203,0.0,100.8570204,96.71447186,199.1375246,0.0,45.84512201,0.0,2,1,0,2,2,2,0,2
166.7723467,1354.428203,0.0,100.8570204,96.71447186,199.1375246,0.0,45.84512201,1,0,2,2,2,0,2,2
167.8480897,166.7723467,1354.428203,0.0,100.8570204,96.71447186,199.1375246,0.0,0,2,2,2,0,2,2,2
60.33894747,167.8480897,166.7723467,1354.428203,0.0,100.8570204,96.71447186,199.1375246,2,2,2,0,2,2,2,2
0.0,60.33894747,167.8480897,166.7723467,1354.428203,0.0,100.8570204,96.71447186,2,2,0,2,2,2,2,2
1137.855216,0.0,60.33894747,167.8480897,166.7723467,1354.428203,0.0,100.8570204,2,0,2,2,2,2,2,2
22.99094412,1137.855216,0.0,60.33894747,167.8480897,166.7723467,1354.428203,0.0,0,2,2,2,2,2,2,2
6.139118874,22.99094412,1137.855216,0.0,60.33894747,167.8480897,166.7723467,1354.428203,2,2,2,2,2,2,2,2
119.1453667,6.139118874,22.99094412,1137.855216,0.0,60.33894747,167.8480897,166.7723467,2,2,2,2,2,2,2,2
28.88798836,119.1453667,6.139118874,22.99094412,1137.855216,0.0,60.33894747,167.8480897,2,2,2,2,2,2,2,2
160.3807224,28.88798836,119.1453667,6.139118874,22.99094412,1137.855216,0.0,60.33894747,2,2,2,2,2,2,2,1
99.4074202,160.3807224,28.88798836,119.1453667,6.139118874,22.99094412,1137.855216,0.0,2,2,2,2,2,2,1,2
0.0,99.4074202,160.3807224,28.88798836,119.1453667,6.139118874,22.99094412,1137.855216,2,2,2,2,2,1,2,0
0.0,0.0,99.4074202,160.3807224,28.88798836,119.1453667,6.139118874,22.99094412,2,2,2,2,1,2,0,0
141.9907602,0.0,0.0,99.4074202,160.3807224,28.88798836,119.1453667,6.139118874,2,2,2,1,2,0,0,2
244.8142474,141.9907602,0.0,0.0,99.4074202,160.3807224,28.88798836,119.1453667,2,2,1,2,0,0,2,2
0.0,244.8142474,141.9907602,0.0,0.0,99.4074202,160.3807224,28.88798836,2,1,2,0,0,2,2,2
72.01810108,0.0,244.8142474,141.9907602,0.0,0.0,99.4074202,160.3807224,1,2,0,0,2,2,2,2
324.2724315,72.01810108,0.0,244.8142474,141.9907602,0.0,0.0,99.4074202,2,0,0,2,2,2,2,1
0.0,324.2724315,72.01810108,0.0,244.8142474,141.9907602,0.0,0.0,0,0,2,2,2,2,1,0
0.0,0.0,324.2724315,72.01810108,0.0,244.8142474,141.9907602,0.0,0,2,2,2,2,1,0,2
0.0,0.0,0.0,324.2724315,72.01810108,0.0,244.8142474,141.9907602,2,2,2,2,1,0,2,2
0.0,0.0,0.0,0.0,324.2724315,72.01810108,0.0,244.8142474,2,2,2,1,0,2,2,2
146.4575768,0.0,0.0,0.0,0.0,324.2724315,72.01810108,0.0,2,2,1,0,2,2,2,2
52.4091709,146.4575768,0.0,0.0,0.0,0.0,324.2724315,72.01810108,2,1,0,2,2,2,2,1
0.0,52.4091709,146.4575768,0.0,0.0,0.0,0.0,324.2724315,1,0,2,2,2,2,1,2
0.0,0.0,52.4091709,146.4575768,0.0,0.0,0.0,0.0,0,2,2,2,2,1,2,2
0.0,0.0,0.0,52.4091709,146.4575768,0.0,0.0,0.0,2,2,2,2,1,2,2,0
305.7369551,0.0,0.0,0.0,52.4091709,146.4575768,0.0,0.0,2,2,2,1,2,2,0,2
0.0,305.7369551,0.0,0.0,0.0,52.4091709,146.4575768,0.0,2,2,1,2,2,0,2,0
0.0,0.0,305.7369551,0.0,0.0,0.0,52.4091709,146.4575768,2,1,2,2,0,2,0,0
0.0,0.0,0.0,305.7369551,0.0,0.0,0.0,52.4091709,1,2,2,0,2,0,0,0
119.3618071,0.0,0.0,0.0,305.7369551,0.0,0.0,0.0,2,2,0,2,0,0,0,2
0.0,119.3618071,0.0,0.0,0.0,305.7369551,0.0,0.0,2,0,2,0,0,0,2,0
1099.467789,0.0,119.3618071,0.0,0.0,0.0,305.7369551,0.0,0,2,0,0,0,2,0,2
10.53671906,1099.467789,0.0,119.3618071,0.0,0.0,0.0,305.7369551,2,0,0,0,2,0,2,2
0.0,10.53671906,1099.467789,0.0,119.3618071,0.0,0.0,0.0,0,0,0,2,0,2,2,0
2.91e-11,0.0,10.53671906,1099.467789,0.0,119.3618071,0.0,0.0,0,0,2,0,2,2,0,2
0.0,2.91e-11,0.0,10.53671906,1099.467789,0.0,119.3618071,0.0,0,2,0,2,2,0,2,2
0.0,0.0,2.91e-11,0.0,10.53671906,1099.467789,0.0,119.3618071,2,0,2,2,0,2,2,0
135.7420752,0.0,0.0,2.91e-11,0.0,10.53671906,1099.467789,0.0,0,2,2,0,2,2,0,1
0.0,135.7420752,0.0,0.0,2.91e-11,0.0,10.53671906,1099.467789,2,2,0,2,2,0,1,0
0.0,0.0,135.7420752,0.0,0.0,2.91e-11,0.0,10.53671906,2,0,2,2,0,1,0,0
0.0,0.0,0.0,135.7420752,0.0,0.0,2.91e-11,0.0,0,2,2,0,1,0,0,0
0.0,0.0,0.0,0.0,135.7420752,0.0,0.0,2.91e-11,2,2,0,1,0,0,0,0
97.51901894,0.0,0.0,0.0,0.0,135.7420752,0.0,0.0,2,0,1,0,0,0,0,2
0.0,97.51901894,0.0,0.0,0.0,0.0,135.7420752,0.0,0,1,0,0,0,0,2,0
93.84059738,0.0,97.51901894,0.0,0.0,0.0,0.0,135.7420752,1,0,0,0,0,2,0,2
89.36869713,93.84059738,0.0,97.51901894,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,2
23.62391352,89.36869713,93.84059738,0.0,97.51901894,0.0,0.0,0.0,0,0,0,2,0,2,2,2
0.0,23.62391352,89.36869713,93.84059738,0.0,97.51901894,0.0,0.0,0,0,2,0,2,2,2,0
0.0,0.0,23.62391352,89.36869713,93.84059738,0.0,97.51901894,0.0,0,2,0,2,2,2,0,0
27.80799155,0.0,0.0,23.62391352,89.36869713,93.84059738,0.0,97.51901894,2,0,2,2,2,0,0,2
0.0,27.80799155,0.0,0.0,23.62391352,89.36869713,93.84059738,0.0,0,2,2,2,0,0,2,0
0.0,0.0,27.80799155,0.0,0.0,23.62391352,89.36869713,93.84059738,2,2,2,0,0,2,0,0
50.14880136,0.0,0.0,27.80799155,0.0,0.0,23.62391352,89.36869713,2,2,0,0,2,0,0,1
0.0,50.14880136,0.0,0.0,27.80799155,0.0,0.0,23.62391352,2,0,0,2,0,0,1,2
0.0,0.0,50.14880136,0.0,0.0,27.80799155,0.0,0.0,0,0,2,0,0,1,2,0
0.0,0.0,0.0,50.14880136,0.0,0.0,27.80799155,0.0,0,2,0,0,1,2,0,0
0.0,0.0,0.0,0.0,50.14880136,0.0,0.0,27.80799155,2,0,0,1,2,0,0,0
0.0,0.0,0.0,0.0,0.0,50.14880136,0.0,0.0,0,0,1,2,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,50.14880136,0.0,0,1,2,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14880136,1,2,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,2
1153.066763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2
5.356276998,1153.066763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,1
52.63176598,5.356276998,1153.066763,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1
2311.346023,52.63176598,5.356276998,1153.066763,0.0,0.0,0.0,0.0,0,0,0,2,2,1,1,2
0.534800157,2311.346023,52.63176598,5.356276998,1153.066763,0.0,0.0,0.0,0,0,2,2,1,1,2,1
54.74930594,0.534800157,2311.346023,52.63176598,5.356276998,1153.066763,0.0,0.0,0,2,2,1,1,2,1,2
1.345769851,54.74930594,0.534800157,2311.346023,52.63176598,5.356276998,1153.066763,0.0,2,2,1,1,2,1,2,2
0.0,1.345769851,54.74930594,0.534800157,2311.346023,52.63176598,5.356276998,1153.066763,2,1,1,2,1,2,2,0
2.91e-11,0.0,1.345769851,54.74930594,0.534800157,2311.346023,52.63176598,5.356276998,1,1,2,1,2,2,0,2
0.0,2.91e-11,0.0,1.345769851,54.74930594,0.534800157,2311.346023,52.63176598,1,2,1,2,2,0,2,0
37.4685092,0.0,2.91e-11,0.0,1.345769851,54.74930594,0.534800157,2311.346023,2,1,2,2,0,2,0,1
128.5361167,37.4685092,0.0,2.91e-11,0.0,1.345769851,54.74930594,0.534800157,1,2,2,0,2,0,1,2
4.556556127,128.5361167,37.4685092,0.0,2.91e-11,0.0,1.345769851,54.74930594,2,2,0,2,0,1,2,2
16.73386274,4.556556127,128.5361167,37.4685092,0.0,2.91e-11,0.0,1.345769851,2,0,2,0,1,2,2,2
40.07451364,16.73386274,4.556556127,128.5361167,37.4685092,0.0,2.91e-11,0.0,0,2,0,1,2,2,2,2
2.91e-11,40.07451364,16.73386274,4.556556127,128.5361167,37.4685092,0.0,2.91e-11,2,0,1,2,2,2,2,2
30.31885777,2.91e-11,40.07451364,16.73386274,4.556556127,128.5361167,37.4685092,0.0,0,1,2,2,2,2,2,1
61.65383456,30.31885777,2.91e-11,40.07451364,16.73386274,4.556556127,128.5361167,37.4685092,1,2,2,2,2,2,1,2
0.0,61.65383456,30.31885777,2.91e-11,40.07451364,16.73386274,4.556556127,128.5361167,2,2,2,2,2,1,2,0
8.461429132,0.0,61.65383456,30.31885777,2.91e-11,40.07451364,16.73386274,4.556556127,2,2,2,2,1,2,0,2
14.47130257,8.461429132,0.0,61.65383456,30.31885777,2.91e-11,40.07451364,16.73386274,2,2,2,1,2,0,2,2
1114.665172,14.47130257,8.461429132,0.0,61.65383456,30.31885777,2.91e-11,40.07451364,2,2,1,2,0,2,2,2
166.2595367,1114.665172,14.47130257,8.461429132,0.0,61.65383456,30.31885777,2.91e-11,2,1,2,0,2,2,2,1
0.0,166.2595367,1114.665172,14.47130257,8.461429132,0.0,61.65383456,30.31885777,1,2,0,2,2,2,1,0
150.7420306,0.0,166.2595367,1114.665172,14.47130257,8.461429132,0.0,61.65383456,2,0,2,2,2,1,0,1
146.9452039,150.7420306,0.0,166.2595367,1114.665172,14.47130257,8.461429132,0.0,0,2,2,2,1,0,1,2
0.0,146.9452039,150.7420306,0.0,166.2595367,1114.665172,14.47130257,8.461429132,2,2,2,1,0,1,2,0
0.0,0.0,146.9452039,150.7420306,0.0,166.2595367,1114.665172,14.47130257,2,2,1,0,1,2,0,1
0.0,0.0,0.0,146.9452039,150.7420306,0.0,166.2595367,1114.665172,2,1,0,1,2,0,1,1
0.0,0.0,0.0,0.0,146.9452039,150.7420306,0.0,166.2595367,1,0,1,2,0,1,1,0
0.0,0.0,0.0,0.0,0.0,146.9452039,150.7420306,0.0,0,1,2,0,1,1,0,1
0.0,0.0,0.0,0.0,0.0,0.0,146.9452039,150.7420306,1,2,0,1,1,0,1,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.9452039,2,0,1,1,0,1,2,1
110.8301338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,2,1,2
13.73312334,110.8301338,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,2,1,2,2
37.19514659,13.73312334,110.8301338,0.0,0.0,0.0,0.0,0.0,1,0,1,2,1,2,2,2
0.0,37.19514659,13.73312334,110.8301338,0.0,0.0,0.0,0.0,0,1,2,1,2,2,2,2
0.0,0.0,37.19514659,13.73312334,110.8301338,0.0,0.0,0.0,1,2,1,2,2,2,2,2
41.742813,0.0,0.0,37.19514659,13.73312334,110.8301338,0.0,0.0,2,1,2,2,2,2,2,2
0.0,41.742813,0.0,0.0,37.19514659,13.73312334,110.8301338,0.0,1,2,2,2,2,2,2,2
0.0,0.0,41.742813,0.0,0.0,37.19514659,13.73312334,110.8301338,2,2,2,2,2,2,2,0
0.0,0.0,0.0,41.742813,0.0,0.0,37.19514659,13.73312334,2,2,2,2,2,2,0,0
67.43359439,0.0,0.0,0.0,41.742813,0.0,0.0,37.19514659,2,2,2,2,2,0,0,2
0.0,67.43359439,0.0,0.0,0.0,41.742813,0.0,0.0,2,2,2,2,0,0,2,0
0.0,0.0,67.43359439,0.0,0.0,0.0,41.742813,0.0,2,2,2,0,0,2,0,2
139.1297025,0.0,0.0,67.43359439,0.0,0.0,0.0,41.742813,2,2,0,0,2,0,2,2
37.99924204,139.1297025,0.0,0.0,67.43359439,0.0,0.0,0.0,2,0,0,2,0,2,2,2
0.0,37.99924204,139.1297025,0.0,0.0,67.43359439,0.0,0.0,0,0,2,0,2,2,2,2
1223.030475,0.0,37.99924204,139.1297025,0.0,0.0,67.43359439,0.0,0,2,0,2,2,2,2,1
0.0,1223.030475,0.0,37.99924204,139.1297025,0.0,0.0,67.43359439,2,0,2,2,2,2,1,2
16.55646639,0.0,1223.030475,0.0,37.99924204,139.1297025,0.0,0.0,0,2,2,2,2,1,2,2
17.96040464,16.55646639,0.0,1223.030475,0.0,37.99924204,139.1297025,0.0,2,2,2,2,1,2,2,2
68.08787798,17.96040464,16.55646639,0.0,1223.030475,0.0,37.99924204,139.1297025,2,2,2,1,2,2,2,1
0.0,68.08787798,17.96040464,16.55646639,0.0,1223.030475,0.0,37.99924204,2,2,1,2,2,2,1,0
94.19639837,0.0,68.08787798,17.96040464,16.55646639,0.0,1223.030475,0.0,2,1,2,2,2,1,0,1
32.87702296,94.19639837,0.0,68.08787798,17.96040464,16.55646639,0.0,1223.030475,1,2,2,2,1,0,1,1
0.0,32.87702296,94.19639837,0.0,68.08787798,17.96040464,16.55646639,0.0,2,2,2,1,0,1,1,2
1526.840529,0.0,32.87702296,94.19639837,0.0,68.08787798,17.96040464,16.55646639,2,2,1,0,1,1,2,1
53.67386557,1526.840529,0.0,32.87702296,94.19639837,0.0,68.08787798,17.96040464,2,1,0,1,1,2,1,2
0.0,53.67386557,1526.840529,0.0,32.87702296,94.19639837,0.0,68.08787798,1,0,1,1,2,1,2,0
0.0,0.0,53.67386557,1526.840529,0.0,32.87702296,94.19639837,0.0,0,1,1,2,1,2,0,0
0.0,0.0,0.0,53.67386557,1526.840529,0.0,32.87702296,94.19639837,1,1,2,1,2,0,0,2
167.8681703,0.0,0.0,0.0,53.67386557,1526.840529,0.0,32.87702296,1,2,1,2,0,0,2,1
1.041426574,167.8681703,0.0,0.0,0.0,53.67386557,1526.840529,0.0,2,1,2,0,0,2,1,2
35.78441068,1.041426574,167.8681703,0.0,0.0,0.0,53.67386557,1526.840529,1,2,0,0,2,1,2,2
0.0,35.78441068,1.041426574,167.8681703,0.0,0.0,0.0,53.67386557,2,0,0,2,1,2,2,0
0.0,0.0,35.78441068,1.041426574,167.8681703,0.0,0.0,0.0,0,0,2,1,2,2,0,0
0.0,0.0,0.0,35.78441068,1.041426574,167.8681703,0.0,0.0,0,2,1,2,2,0,0,0
1140.079021,0.0,0.0,0.0,35.78441068,1.041426574,167.8681703,0.0,2,1,2,2,0,0,0,2
0.0,1140.079021,0.0,0.0,0.0,35.78441068,1.041426574,167.8681703,1,2,2,0,0,0,2,0
50.08018702,0.0,1140.079021,0.0,0.0,0.0,35.78441068,1.041426574,2,2,0,0,0,2,0,1
58.59715408,50.08018702,0.0,1140.079021,0.0,0.0,0.0,35.78441068,2,0,0,0,2,0,1,1
904.3456503,58.59715408,50.08018702,0.0,1140.079021,0.0,0.0,0.0,0,0,0,2,0,1,1,1
0.0,904.3456503,58.59715408,50.08018702,0.0,1140.079021,0.0,0.0,0,0,2,0,1,1,1,0
106.4699902,0.0,904.3456503,58.59715408,50.08018702,0.0,1140.079021,0.0,0,2,0,1,1,1,0,1
2.480505733,106.4699902,0.0,904.3456503,58.59715408,50.08018702,0.0,1140.079021,2,0,1,1,1,0,1,2
0.0,2.480505733,106.4699902,0.0,904.3456503,58.59715408,50.08018702,0.0,0,1,1,1,0,1,2,0
150.3822819,0.0,2.480505733,106.4699902,0.0,904.3456503,58.59715408,50.08018702,1,1,1,0,1,2,0,2
0.626883559,150.3822819,0.0,2.480505733,106.4699902,0.0,904.3456503,58.59715408,1,1,0,1,2,0,2,2
0.0,0.626883559,150.3822819,0.0,2.480505733,106.4699902,0.0,904.3456503,1,0,1,2,0,2,2,0
13.52992722,0.0,0.626883559,150.3822819,0.0,2.480505733,106.4699902,0.0,0,1,2,0,2,2,0,2
0.0,13.52992722,0.0,0.626883559,150.3822819,0.0,2.480505733,106.4699902,1,2,0,2,2,0,2,0
0.0,0.0,13.52992722,0.0,0.626883559,150.3822819,0.0,2.480505733,2,0,2,2,0,2,0,2
0.082325919,0.0,0.0,13.52992722,0.0,0.626883559,150.3822819,0.0,0,2,2,0,2,0,2,2
0.0,0.082325919,0.0,0.0,13.52992722,0.0,0.626883559,150.3822819,2,2,0,2,0,2,2,0
758.2082421,0.0,0.082325919,0.0,0.0,13.52992722,0.0,0.626883559,2,0,2,0,2,2,0,1
5.82e-11,758.2082421,0.0,0.082325919,0.0,0.0,13.52992722,0.0,0,2,0,2,2,0,1,1
232.4787867,5.82e-11,758.2082421,0.0,0.082325919,0.0,0.0,13.52992722,2,0,2,2,0,1,1,2
33.65848682,232.4787867,5.82e-11,758.2082421,0.0,0.082325919,0.0,0.0,0,2,2,0,1,1,2,1
10.5653489,33.65848682,232.4787867,5.82e-11,758.2082421,0.0,0.082325919,0.0,2,2,0,1,1,2,1,1
0.0,10.5653489,33.65848682,232.4787867,5.82e-11,758.2082421,0.0,0.082325919,2,0,1,1,2,1,1,0
0.0,0.0,10.5653489,33.65848682,232.4787867,5.82e-11,758.2082421,0.0,0,1,1,2,1,1,0,1
15.43525514,0.0,0.0,10.5653489,33.65848682,232.4787867,5.82e-11,758.2082421,1,1,2,1,1,0,1,2
94.02149545,15.43525514,0.0,0.0,10.5653489,33.65848682,232.4787867,5.82e-11,1,2,1,1,0,1,2,2
0.0,94.02149545,15.43525514,0.0,0.0,10.5653489,33.65848682,232.4787867,2,1,1,0,1,2,2,2
0.0,0.0,94.02149545,15.43525514,0.0,0.0,10.5653489,33.65848682,1,1,0,1,2,2,2,1
47.46120939,0.0,0.0,94.02149545,15.43525514,0.0,0.0,10.5653489,1,0,1,2,2,2,1,2
143.5636425,47.46120939,0.0,0.0,94.02149545,15.43525514,0.0,0.0,0,1,2,2,2,1,2,2
0.0,143.5636425,47.46120939,0.0,0.0,94.02149545,15.43525514,0.0,1,2,2,2,1,2,2,0
0.0,0.0,143.5636425,47.46120939,0.0,0.0,94.02149545,15.43525514,2,2,2,1,2,2,0,0
876.1411591,0.0,0.0,143.5636425,47.46120939,0.0,0.0,94.02149545,2,2,1,2,2,0,0,1
0.0,876.1411591,0.0,0.0,143.5636425,47.46120939,0.0,0.0,2,1,2,2,0,0,1,1
0.0,0.0,876.1411591,0.0,0.0,143.5636425,47.46120939,0.0,1,2,2,0,0,1,1,1
45.29116037,0.0,0.0,876.1411591,0.0,0.0,143.5636425,47.46120939,2,2,0,0,1,1,1,2
1.341836246,45.29116037,0.0,0.0,876.1411591,0.0,0.0,143.5636425,2,0,0,1,1,1,2,2
136.784037,1.341836246,45.29116037,0.0,0.0,876.1411591,0.0,0.0,0,0,1,1,1,2,2,1
22.74802809,136.784037,1.341836246,45.29116037,0.0,0.0,876.1411591,0.0,0,1,1,1,2,2,1,2
0.0,22.74802809,136.784037,1.341836246,45.29116037,0.0,0.0,876.1411591,1,1,1,2,2,1,2,2
30.20659168,0.0,22.74802809,136.784037,1.341836246,45.29116037,0.0,0.0,1,1,2,2,1,2,2,1
0.0,30.20659168,0.0,22.74802809,136.784037,1.341836246,45.29116037,0.0,1,2,2,1,2,2,1,0
77.87422822,0.0,30.20659168,0.0,22.74802809,136.784037,1.341836246,45.29116037,2,2,1,2,2,1,0,2
0.0,77.87422822,0.0,30.20659168,0.0,22.74802809,136.784037,1.341836246,2,1,2,2,1,0,2,0
16.12620131,0.0,77.87422822,0.0,30.20659168,0.0,22.74802809,136.784037,1,2,2,1,0,2,0,1
0.0,16.12620131,0.0,77.87422822,0.0,30.20659168,0.0,22.74802809,2,2,1,0,2,0,1,0
0.0,0.0,16.12620131,0.0,77.87422822,0.0,30.20659168,0.0,2,1,0,2,0,1,0,2
0.0,0.0,0.0,16.12620131,0.0,77.87422822,0.0,30.20659168,1,0,2,0,1,0,2,0
0.0,0.0,0.0,0.0,16.12620131,0.0,77.87422822,0.0,0,2,0,1,0,2,0,2
2192.071718,0.0,0.0,0.0,0.0,16.12620131,0.0,77.87422822,2,0,1,0,2,0,2,1
0.0,2192.071718,0.0,0.0,0.0,0.0,16.12620131,0.0,0,1,0,2,0,2,1,1
108.9006294,0.0,2192.071718,0.0,0.0,0.0,0.0,16.12620131,1,0,2,0,2,1,1,2
0.369831869,108.9006294,0.0,2192.071718,0.0,0.0,0.0,0.0,0,2,0,2,1,1,2,2
0.0,0.369831869,108.9006294,0.0,2192.071718,0.0,0.0,0.0,2,0,2,1,1,2,2,2
0.0,0.0,0.369831869,108.9006294,0.0,2192.071718,0.0,0.0,0,2,1,1,2,2,2,0
0.0,0.0,0.0,0.369831869,108.9006294,0.0,2192.071718,0.0,2,1,1,2,2,2,0,2
0.0,0.0,0.0,0.0,0.369831869,108.9006294,0.0,2192.071718,1,1,2,2,2,0,2,2
311.5894252,0.0,0.0,0.0,0.0,0.369831869,108.9006294,0.0,1,2,2,2,0,2,2,2
0.0,311.5894252,0.0,0.0,0.0,0.0,0.369831869,108.9006294,2,2,2,0,2,2,2,0
0.0,0.0,311.5894252,0.0,0.0,0.0,0.0,0.369831869,2,2,0,2,2,2,0,2
0.0,0.0,0.0,311.5894252,0.0,0.0,0.0,0.0,2,0,2,2,2,0,2,2
0.0,0.0,0.0,0.0,311.5894252,0.0,0.0,0.0,0,2,2,2,0,2,2,0
0.0,0.0,0.0,0.0,0.0,311.5894252,0.0,0.0,2,2,2,0,2,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,311.5894252,0.0,2,2,0,2,2,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.5894252,2,0,2,2,0,0,2,2
81.94560598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0,0,2,2,2
0.0,81.94560598,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,2,2,0
0.0,0.0,81.94560598,0.0,0.0,0.0,0.0,0.0,2,0,0,2,2,2,0,2
0.0,0.0,0.0,81.94560598,0.0,0.0,0.0,0.0,0,0,2,2,2,0,2,0
0.0,0.0,0.0,0.0,81.94560598,0.0,0.0,0.0,0,2,2,2,0,2,0,1
